type,category,prompt
truth,Funny,"If you could make a hilarious YouTube channel, what would it be about?"
truth,Funny,What’s the funniest or most unexpected thing that’s ever happened during a family gathering?
truth,Funny,What’s the worst piece of advice you’ve ever given?
truth,Funny,What’s the most awkward situation you’ve had on a first date?
truth,Funny,What’s the most random fact you know that is completely useless?
truth,Funny,What’s the silliest thing you do when you’re bored?
truth,Funny,"If you could create a new reality TV show, what would it be about?"
truth,Funny,What’s the most awkward text you’ve ever sent by mistake?
truth,Funny,What’s the worst food you’ve ever tried to cook?
truth,Funny,What’s the most ridiculous thing you’ve ever done on a dare?
truth,Funny,"If you had to give a speech in front of a crowd, what topic would you choose to make everyone laugh?"
truth,Funny,What’s the funniest way you’ve gotten hurt?
truth,Funny,What’s the weirdest thing you’ve seen someone do in public?
truth,Funny,What’s the most hilarious thing you’ve ever done on a road trip?
truth,Funny,What’s the most unusual prank you’ve played on someone?
truth,Funny,What’s the funniest thing that happened during a group chat?
truth,Funny,What’s the worst fashion trend you’ve ever tried to follow?
truth,Funny,What’s the funniest thing that’s happened at a wedding you’ve attended?
truth,Funny,What’s the most ridiculous excuse you’ve made to avoid work or school?
truth,Funny,What’s the weirdest thing you’ve done while sleepwalking?
truth,Funny,What’s the most embarrassing thing that’s ever happened at a party?
truth,Funny,What’s the most unexpected place you’ve fallen asleep?
truth,Funny,What’s the funniest mistake you’ve made at work or school?
truth,Funny,What’s the most ridiculous thing you’ve done while trying to impress someone?
truth,Funny,What’s the most awkward situation you’ve been in with a stranger?
truth,Funny,What’s the most ridiculous challenge you’ve ever accepted?
truth,Funny,What’s the funniest thing that happened during a family road trip?
truth,Funny,What’s the most embarrassing thing you’ve done on a first date?
truth,Funny,What’s the most bizarre thing you’ve overheard while on the phone?
truth,Relationship,Have you ever had a crush on someone you shouldn’t have?
truth,Relationship,What’s the worst date you’ve ever been on?
truth,Relationship,Have you ever had a secret relationship?
truth,Relationship,What’s your love language?
truth,Relationship,Have you ever been jealous in a relationship?
truth,Relationship,What’s the most romantic gesture you’ve ever made?
truth,Relationship,Do you believe in love at first sight?
truth,Relationship,What’s your idea of the perfect date?
truth,Relationship,Have you ever sent a text to the wrong person? What did it say?
truth,Relationship,What’s the best relationship advice you’ve ever received?
truth,Relationship,Have you ever broken someone’s heart?
truth,Relationship,What’s the most embarrassing thing you’ve done for someone you like?
truth,Relationship,Would you date someone who is very different from you in terms of interests?
truth,Relationship,Have you ever fallen in love with someone online?
truth,Relationship,Would you break up with someone if they lied to you about something serious?
truth,Relationship,Have you ever gotten back together with an ex?
truth,Relationship,What’s the most important trait you look for in a partner?
truth,Relationship,Would you stay with someone who made you feel insecure?
truth,Relationship,What’s the best gift you’ve ever given to a partner?
truth,Relationship,Would you prefer a relationship with lots of excitement or one that’s calm and steady?
truth,Relationship,Have you ever been in love with someone who didn’t feel the same way?
truth,Relationship,Would you ever forgive someone who cheated on you?
truth,Relationship,What’s the most awkward situation you’ve ever been in during a relationship?
truth,Relationship,What’s the worst breakup line you’ve ever heard?
truth,Relationship,Would you ever date someone significantly older or younger than you?
truth,Relationship,What’s the most important thing you look for in a friend?
truth,Relationship,Would you date someone who doesn’t share your religious beliefs?
truth,Relationship,Do you think love can conquer all?
truth,Relationship,What’s the biggest red flag you notice in a partner?
truth,Relationship,Do you think communication is more important than trust in a relationship?
truth,Relationship,Have you ever been friend-zoned?
truth,Relationship,Would you date someone who’s in a different country?
truth,Relationship,What’s the best relationship advice you’ve ever given?
truth,Relationship,Have you ever had a crush on a friend?
truth,Relationship,"Would you prefer a big wedding or a small, intimate ceremony?"
truth,Relationship,Would you ever live with someone before getting married?
truth,Relationship,What’s your idea of a perfect anniversary?
truth,Relationship,What’s the most romantic thing someone has done for you?
truth,Relationship,What’s your opinion on long-distance relationships?
truth,Relationship,Would you ever marry someone you didn’t love?
truth,Relationship,Do you think a relationship should be 50/50 or more about sacrifice?
truth,Relationship,Have you ever had an argument with a partner that was completely silly?
truth,Relationship,What’s the weirdest thing you’ve done on a date?
truth,Relationship,Would you ever get married for the sake of your career?
truth,Relationship,Have you ever had a crush on someone you worked with?
truth,Relationship,What’s the most important quality you think a person should have to be a good partner?
truth,Relationship,Would you ever date someone who is famous?
truth,Relationship,Would you ever move to a different city or country for your partner?
truth,Relationship,What’s the most romantic date you’ve ever planned for someone?
truth,Relationship,What’s your opinion on the idea of ‘the one’?
truth,Relationship,What’s the best thing about being in a relationship?
truth,Relationship,Do you believe opposites attract?
truth,Relationship,Would you tell a friend if you didn’t like their partner?
truth,Relationship,What’s the best way to deal with relationship arguments?
truth,Relationship,Would you ever tell a partner your biggest secret?
truth,Relationship,Have you ever stayed friends with an ex?
truth,Relationship,What’s your opinion on love after marriage?
truth,Relationship,Would you marry someone who doesn’t want kids?
truth,Relationship,Do you think it’s important to know everything about your partner’s past?
truth,Relationship,What’s the best way to show love to someone?
truth,Relationship,Would you ever be in an open relationship?
truth,Relationship,Would you stay in a relationship with someone if they were a completely different person over time?
truth,Relationship,Would you be okay with a partner having a close friendship with someone of the opposite sex?
truth,Relationship,What’s your favorite date idea for a first date?
truth,Relationship,Would you ever go on a reality dating show?
truth,Relationship,Do you think a relationship can survive without physical attraction?
truth,Relationship,What’s your opinion on people who rush into relationships?
truth,Relationship,What’s one thing you think every relationship needs?
truth,Relationship,Do you think jealousy is healthy in a relationship?
truth,Relationship,Would you ever ask your partner to change something about themselves?
truth,Relationship,Have you ever had a crush on someone you shouldn’t have?
truth,Relationship,What’s the worst date you’ve ever been on?
truth,Relationship,Have you ever had a secret relationship?
truth,Relationship,What’s your love language?
truth,Relationship,Have you ever been jealous in a relationship?
truth,Relationship,What’s the most romantic gesture you’ve ever made?
truth,Relationship,Do you believe in love at first sight?
truth,Relationship,What’s your idea of the perfect date?
truth,Relationship,Have you ever sent a text to the wrong person? What did it say?
truth,Relationship,What’s the best relationship advice you’ve ever received?
truth,Relationship,Have you ever broken someone’s heart?
truth,Relationship,What’s the most embarrassing thing you’ve done for someone you like?
truth,Relationship,Would you date someone who is very different from you in terms of interests?
truth,Relationship,Have you ever fallen in love with someone online?
truth,Relationship,Would you break up with someone if they lied to you about something serious?
truth,Relationship,Have you ever gotten back together with an ex?
truth,Relationship,What’s the most important trait you look for in a partner?
truth,Relationship,Would you stay with someone who made you feel insecure?
truth,Relationship,What’s the best gift you’ve ever given to a partner?
truth,Relationship,Would you prefer a relationship with lots of excitement or one that’s calm and steady?
truth,Relationship,Have you ever been in love with someone who didn’t feel the same way?
truth,Relationship,Would you ever forgive someone who cheated on you?
truth,Relationship,What’s the most awkward situation you’ve ever been in during a relationship?
truth,Relationship,What’s the worst breakup line you’ve ever heard?
truth,Relationship,Would you ever date someone significantly older or younger than you?
truth,Relationship,What’s the most important thing you look for in a friend?
truth,Relationship,Would you date someone who doesn’t share your religious beliefs?
truth,Relationship,Do you think love can conquer all?
truth,Relationship,What’s the biggest red flag you notice in a partner?
truth,Relationship,Do you think communication is more important than trust in a relationship?
truth,Relationship,Have you ever been friend-zoned?
truth,Relationship,Would you date someone who’s in a different country?
truth,Relationship,What’s the best relationship advice you’ve ever given?
truth,Relationship,Have you ever had a crush on a friend?
truth,Relationship,"Would you prefer a big wedding or a small, intimate ceremony?"
truth,Relationship,Would you ever live with someone before getting married?
truth,Relationship,What’s your idea of a perfect anniversary?
truth,Relationship,What’s the most romantic thing someone has done for you?
truth,Relationship,What’s your opinion on long-distance relationships?
truth,Relationship,Would you ever marry someone you didn’t love?
truth,Relationship,Do you think a relationship should be 50/50 or more about sacrifice?
truth,Relationship,Have you ever had an argument with a partner that was completely silly?
truth,Relationship,What’s the weirdest thing you’ve done on a date?
truth,Relationship,Would you ever get married for the sake of your career?
truth,Relationship,Have you ever had a crush on someone you worked with?
truth,Relationship,What’s the most important quality you think a person should have to be a good partner?
truth,Relationship,Would you ever date someone who is famous?
truth,Relationship,Would you ever move to a different city or country for your partner?
truth,Relationship,What’s the most romantic date you’ve ever planned for someone?
truth,Relationship,What’s your opinion on the idea of ‘the one’?
truth,Relationship,What’s the best thing about being in a relationship?
truth,Relationship,Do you believe opposites attract?
truth,Relationship,Would you tell a friend if you didn’t like their partner?
truth,Relationship,What’s the best way to deal with relationship arguments?
truth,Relationship,Would you ever tell a partner your biggest secret?
truth,Relationship,Have you ever stayed friends with an ex?
truth,Relationship,What’s your opinion on love after marriage?
truth,Relationship,Would you marry someone who doesn’t want kids?
truth,Relationship,Do you think it’s important to know everything about your partner’s past?
truth,Relationship,What’s the best way to show love to someone?
truth,Relationship,Would you ever be in an open relationship?
truth,Relationship,Would you stay in a relationship with someone if they were a completely different person over time?
truth,Relationship,Would you be okay with a partner having a close friendship with someone of the opposite sex?
truth,Relationship,What’s your favorite date idea for a first date?
truth,Relationship,Would you ever go on a reality dating show?
truth,Relationship,Do you think a relationship can survive without physical attraction?
truth,Relationship,What’s your opinion on people who rush into relationships?
truth,Relationship,What’s one thing you think every relationship needs?
truth,Relationship,Do you think jealousy is healthy in a relationship?
truth,Relationship,Would you ever ask your partner to change something about themselves?
truth,Relationship,Do you believe in soulmates?
truth,Relationship,What’s the most thoughtful thing you’ve done for a partner?
truth,Relationship,Have you ever dated someone with a completely different lifestyle?
truth,Relationship,What’s the most important lesson you’ve learned from a past relationship?
truth,Relationship,What’s your idea of a healthy relationship?
truth,Relationship,Would you ever live with your partner before getting engaged?
truth,Relationship,What’s something you think is essential for building trust in a relationship?
truth,Relationship,Have you ever been in a toxic relationship? What was it like?
truth,Relationship,Would you stay in a relationship if you both wanted different things in life?
truth,Relationship,How do you feel about PDA (public displays of affection)?
truth,Relationship,What’s the best thing about being single?
truth,Relationship,Do you think a relationship can survive without personal space?
truth,Relationship,What’s the most romantic gift you’ve ever received?
truth,Relationship,Have you ever been cheated on? How did you deal with it?
truth,Relationship,Do you think it’s better to date someone similar to you or someone completely different?
truth,Relationship,What’s your opinion on online dating?
truth,Relationship,Would you ever have a destination wedding?
truth,Relationship,Do you think a relationship can survive without shared hobbies?
truth,Relationship,What’s your view on marriage in general?
truth,Relationship,How do you feel about living together before marriage?
truth,Relationship,Would you consider moving to a new country to be with someone you love?
truth,Relationship,What’s your opinion on ‘love at first sight’?
truth,Relationship,Do you think it’s important to have a best friend in a relationship?
truth,Relationship,Would you ever be in a long-term relationship without living together?
truth,Relationship,What’s your stance on having a break in a relationship?
truth,Relationship,Would you ever consider therapy or counseling in a relationship?
truth,Hobby,What’s your favorite video game of all time?
truth,Hobby,What’s one hobby you’d love to pick up but haven’t yet?
truth,Hobby,Do you prefer reading books or watching movies?
truth,Hobby,What’s the best sport to play with friends?
truth,Hobby,What’s your favorite musical instrument?
truth,Hobby,Do you enjoy collecting anything? What?
truth,Hobby,"What hobby would you never try, no matter how much you were paid?"
truth,Hobby,What’s the most recent hobby you’ve picked up?
truth,Hobby,Do you play any online games? Which ones?
truth,Hobby,What’s the most time-consuming hobby you have?
truth,Hobby,What’s your favorite thing to do on a weekend?
truth,Hobby,"If you could only participate in one hobby for the rest of your life, what would it be?"
truth,Hobby,Do you prefer individual or team-based activities?
truth,Hobby,What’s your favorite outdoor activity?
truth,Hobby,What sport or game would you want to be a professional in?
truth,Hobby,What’s the most creative thing you’ve ever made?
truth,Hobby,Do you prefer physical hobbies (like sports) or mental ones (like puzzles)?
truth,Hobby,What’s your favorite thing to do when you’re alone?
truth,Hobby,What’s a hobby you’ve never understood or had any interest in?
truth,Hobby,Do you prefer solo activities or group activities?
truth,Hobby,What’s the best way to spend a rainy day indoors?
truth,Hobby,What’s your favorite board game?
truth,Hobby,Do you like DIY projects?
truth,Hobby,What type of books do you love to read?
truth,Hobby,"Do you enjoy crafting, like knitting or painting?"
truth,Hobby,What’s your favorite video game genre?
truth,Hobby,What’s your guilty pleasure hobby?
truth,Hobby,What’s the most relaxing hobby for you?
truth,Hobby,What hobby have you always wanted to try but haven’t yet?
truth,Hobby,Do you enjoy cooking or baking?
truth,Hobby,What’s your favorite hobby to do with friends?
truth,Hobby,What’s the best hobby to get into for self-care?
truth,Hobby,What’s the most expensive hobby you’ve ever had?
truth,Hobby,What hobby do you wish you were better at?
truth,Hobby,What’s your favorite sport to watch?
truth,Hobby,What hobby would you recommend to someone who’s stressed?
truth,Hobby,What’s the most rewarding hobby you’ve taken up?
truth,Hobby,Do you enjoy outdoor adventures like hiking?
truth,Hobby,Do you prefer creative hobbies like drawing or writing?
truth,Hobby,What’s the best hobby to start with if you’re a beginner?
truth,Hobby,Do you prefer hobbies that are mentally challenging or physically demanding?
truth,Hobby,What’s your favorite indoor activity?
truth,Hobby,Do you enjoy playing card games?
truth,Hobby,What hobby do you wish you had more time for?
truth,Hobby,What hobby do you find the most fulfilling?
truth,Hobby,What’s your favorite way to unwind after a long day?
truth,Hobby,Do you prefer hobbies that you can do alone or with others?
truth,Hobby,What hobby makes you feel most accomplished?
truth,Hobby,Do you enjoy any sports or games that involve strategy?
truth,Hobby,What’s a hobby you think everyone should try at least once?
truth,Hobby,What’s your favorite childhood hobby that you still enjoy?
truth,Hobby,What’s the most unique hobby you’ve come across?
truth,Hobby,What’s your favorite creative hobby?
truth,Hobby,What’s your favorite video game of all time?
truth,Hobby,What’s one hobby you’d love to pick up but haven’t yet?
truth,Hobby,Do you prefer reading books or watching movies?
truth,Hobby,What’s the best sport to play with friends?
truth,Hobby,What’s your favorite musical instrument?
truth,Hobby,Do you enjoy collecting anything? What?
truth,Hobby,"What hobby would you never try, no matter how much you were paid?"
truth,Hobby,What’s the most recent hobby you’ve picked up?
truth,Hobby,Do you play any online games? Which ones?
truth,Hobby,What’s the most time-consuming hobby you have?
truth,Hobby,What’s your favorite thing to do on a weekend?
truth,Hobby,"If you could only participate in one hobby for the rest of your life, what would it be?"
truth,Hobby,Do you prefer individual or team-based activities?
truth,Hobby,What’s your favorite outdoor activity?
truth,Hobby,What sport or game would you want to be a professional in?
truth,Hobby,What’s the most creative thing you’ve ever made?
truth,Hobby,Do you prefer physical hobbies (like sports) or mental ones (like puzzles)?
truth,Hobby,What’s your favorite thing to do when you’re alone?
truth,Hobby,What’s a hobby you’ve never understood or had any interest in?
truth,Hobby,Do you prefer solo activities or group activities?
truth,Hobby,What’s the best way to spend a rainy day indoors?
truth,Hobby,What’s your favorite board game?
truth,Hobby,Do you like DIY projects?
truth,Hobby,What type of books do you love to read?
truth,Hobby,"Do you enjoy crafting, like knitting or painting?"
truth,Hobby,What’s your favorite video game genre?
truth,Hobby,What’s your guilty pleasure hobby?
truth,Hobby,What’s the most relaxing hobby for you?
truth,Hobby,What hobby have you always wanted to try but haven’t yet?
truth,Hobby,Do you enjoy cooking or baking?
truth,Hobby,What’s your favorite hobby to do with friends?
truth,Hobby,What’s the best hobby to get into for self-care?
truth,Hobby,What’s the most expensive hobby you’ve ever had?
truth,Hobby,What hobby do you wish you were better at?
truth,Hobby,What’s your favorite sport to watch?
truth,Hobby,What hobby would you recommend to someone who’s stressed?
truth,Hobby,What’s the most rewarding hobby you’ve taken up?
truth,Hobby,Do you enjoy outdoor adventures like hiking?
truth,Hobby,Do you prefer creative hobbies like drawing or writing?
truth,Hobby,What’s the best hobby to start with if you’re a beginner?
truth,Hobby,Do you prefer hobbies that are mentally challenging or physically demanding?
truth,Hobby,What’s your favorite indoor activity?
truth,Hobby,Do you enjoy playing card games?
truth,Hobby,What hobby do you wish you had more time for?
truth,Hobby,What hobby do you find the most fulfilling?
truth,Hobby,What’s your favorite way to unwind after a long day?
truth,Hobby,Do you prefer hobbies that you can do alone or with others?
truth,Hobby,What hobby makes you feel most accomplished?
truth,Hobby,Do you enjoy any sports or games that involve strategy?
truth,Hobby,What’s a hobby you think everyone should try at least once?
truth,Hobby,What’s your favorite childhood hobby that you still enjoy?
truth,Hobby,What’s the most unique hobby you’ve come across?
truth,Hobby,What’s your favorite creative hobby?
truth,Hobby,Do you enjoy writing as a hobby?
truth,Hobby,What’s the most expensive hobby you’ve considered taking up?
truth,Hobby,Do you enjoy photography as a hobby?
truth,Hobby,What hobby do you think helps develop discipline?
truth,Hobby,What hobby would you recommend for someone who loves nature?
truth,Hobby,What’s the best hobby for developing new skills?
truth,Hobby,Do you enjoy gardening as a hobby?
truth,Hobby,What hobby has taught you the most about patience?
truth,Hobby,What’s your favorite thing to do in your free time?
truth,Hobby,What hobby have you tried and given up on?
truth,Hobby,What’s the best hobby for meeting new people?
truth,Hobby,What hobby would you like to learn from scratch?
truth,Hobby,What’s your favorite active hobby?
truth,Hobby,Do you prefer indoor hobbies or outdoor ones?
truth,Hobby,What’s the most fulfilling creative project you’ve worked on?
truth,Hobby,What’s the most challenging hobby you’ve ever tried?
truth,Hobby,What hobby gives you the most sense of accomplishment?
truth,Hobby,What’s your favorite hobby that’s completely free?
truth,Hobby,Do you prefer hobbies that are quick to start or ones that take time to master?
truth,Hobby,What hobby has helped you develop new friendships?
truth,Hobby,What’s your go-to hobby for stress relief?
truth,Hobby,What hobby have you spent the most money on?
truth,Hobby,What’s the most unusual hobby you’ve heard of?
truth,Hobby,What’s your favorite hobby to do in a group setting?
truth,Hobby,What’s your favorite solo hobby?
truth,Hobby,What hobby would you like to see more people getting into?
truth,Hobby,What’s the most educational hobby you’ve taken up?
truth,Hobby,What hobby do you find most calming?
truth,Hobby,What’s your favorite hobby to do at night?
truth,Hobby,Do you prefer a hobby that’s more structured or free-form?
truth,Hobby,What’s a hobby that helps you be more creative?
truth,Hobby,What’s your favorite hobby for getting outside?
truth,Hobby,What hobby would you consider the most productive?
truth,Hobby,What hobby have you been practicing the longest?
truth,Hobby,What’s the most peaceful hobby you’ve ever had?
truth,Hobby,What’s a hobby you think everyone should give a chance?
truth,Hobby,What hobby do you wish you had more space for?
truth,Hobby,What’s the most fun you’ve had while learning a new hobby?
truth,Hobby,What’s your favorite activity that doesn’t feel like a hobby?
truth,Hobby,What’s a hobby you think would surprise people about you?
truth,Hobby,What’s your favorite way to unwind after a busy week?
truth,Hobby,Do you like activities that involve competition?
truth,Hobby,What hobby do you feel most connected to?
truth,Hobby,What’s the most rewarding creative project you’ve done?
truth,Hobby,What hobby do you find most relaxing in nature?
truth,Hobby,What hobby have you recently discovered?
truth,Hobby,What’s your favorite type of hobby to do with family?
truth,Hobby,What’s the best hobby to get into when you have limited time?
truth,Hobby,What hobby would you recommend for someone who loves challenges?
truth,Hobby,Do you like taking up new hobbies often?
truth,Hobby,What hobby do you think most improves mental health?
truth,Emotional,What’s your greatest fear in life?
truth,Emotional,What’s the most meaningful compliment you’ve ever received?
truth,Emotional,What’s the most difficult thing you’ve ever had to overcome?
truth,Emotional,How do you handle stress or anxiety?
truth,Emotional,What’s the one thing that makes you feel truly alive?
truth,Emotional,What’s something you’ve learned about yourself this year?
truth,Emotional,What’s the hardest lesson you’ve had to learn in life?
truth,Emotional,What’s the most important thing to you in a friendship?
truth,Emotional,What’s the hardest thing about being vulnerable with others?
truth,Emotional,What’s the most difficult decision you’ve had to make?
truth,Emotional,What’s the most significant emotional struggle you’ve faced?
truth,Emotional,How do you deal with disappointment?
truth,Emotional,What’s something you regret not saying to someone?
truth,Emotional,What’s your biggest source of happiness in life?
truth,Emotional,What’s something you wish you could change about your past?
truth,Emotional,What’s one emotion you find difficult to express?
truth,Emotional,What makes you feel the most supported when you’re going through a tough time?
truth,Emotional,What’s something that always makes you smile?
truth,Emotional,What’s your biggest source of motivation?
truth,Emotional,What’s the hardest thing about letting someone go?
truth,Emotional,What’s the best way for someone to comfort you when you’re upset?
truth,Emotional,What’s something you’ve always wanted to accomplish but haven’t yet?
truth,Emotional,What’s one thing you wish people understood about you?
truth,Emotional,What’s the most comforting thing someone has ever said to you?
truth,Emotional,What’s the hardest thing about making new friends?
truth,Emotional,What’s the most emotional experience you’ve had in the last year?
truth,Emotional,How do you cope with loss?
truth,Emotional,What do you do when you’re feeling lonely?
truth,Emotional,What’s one of your biggest sources of stress?
truth,Emotional,What’s the one thing that always cheers you up?
truth,Emotional,What’s something you’ve never told anyone because it’s too emotional?
truth,Emotional,What’s one of your proudest moments?
truth,Emotional,What’s your biggest source of self-doubt?
truth,Emotional,How do you recharge when you’re emotionally drained?
truth,Emotional,What’s one thing that’s always on your mind?
truth,Emotional,How do you express your emotions creatively?
truth,Emotional,What’s the hardest emotion to deal with for you?
truth,Emotional,What’s the best advice you’ve received when you’ve been feeling down?
truth,Emotional,What’s one thing that’s difficult for you to forgive?
truth,Emotional,What’s something that’s hurt you that you still think about?
truth,Emotional,What’s the biggest thing you’ve had to let go of emotionally?
truth,Emotional,What’s the best way to take care of your emotional well-being?
truth,Emotional,What’s something you’re afraid to talk about?
truth,Emotional,What’s the most important thing you’ve learned about dealing with emotions?
truth,Emotional,How do you know when you’re emotionally burnt out?
truth,Emotional,What’s one way you practice self-care for your emotions?
truth,Emotional,What’s your favorite way to relax when you’re overwhelmed?
truth,Emotional,What’s something that makes you feel at peace emotionally?
truth,Emotional,What’s the most difficult emotion you’ve experienced in the past month?
truth,Emotional,What’s the best thing to do when you’re feeling emotionally drained?
truth,Emotional,What’s something that makes you feel understood?
truth,Emotional,What’s your biggest fear about the future?
truth,Emotional,What’s the most heartfelt compliment you’ve ever received?
truth,Emotional,What’s the hardest personal challenge you’ve had to face?
truth,Emotional,What strategies do you use to manage anxiety or stress?
truth,Emotional,What makes you feel the most alive or energized?
truth,Emotional,What’s something you’ve learned about yourself recently?
truth,Emotional,What’s a lesson you’ve learned the hard way?
truth,Emotional,What’s the most valuable trait you look for in a friend?
truth,Emotional,What’s the most difficult part of opening up to others?
truth,Emotional,What’s the toughest decision you’ve ever had to make?
truth,Emotional,What’s the most emotionally challenging experience you’ve had?
truth,Emotional,How do you handle feelings of disappointment or failure?
truth,Emotional,What’s something you wish you had said to someone but didn’t?
truth,Emotional,What brings you the most joy or fulfillment in life?
truth,Emotional,Is there anything from your past that you wish you could change?
truth,Emotional,What emotion do you have the hardest time expressing?
truth,Emotional,What makes you feel supported when you’re struggling emotionally?
truth,Emotional,What’s something simple that always puts a smile on your face?
truth,Emotional,What motivates you to keep going during tough times?
truth,Emotional,What’s the hardest part about letting go of someone or something?
truth,Emotional,What’s the best way for others to help when you’re feeling down?
truth,Emotional,Is there something you’ve always wanted to do but haven’t yet?
truth,Emotional,What’s one thing you wish others knew or understood about you?
truth,Emotional,What’s the kindest or most comforting thing someone has said to you?
truth,Emotional,What’s the hardest thing about forming new friendships?
truth,Emotional,What emotional experience has impacted you the most in the past year?
truth,Emotional,How do you cope when experiencing the death of someone close to you?
truth,Emotional,What’s your go-to activity when you’re feeling lonely?
truth,Emotional,What are the biggest sources of stress in your life right now?
truth,Emotional,What small thing always manages to lift your spirits?
truth,Emotional,What’s an emotional truth you’ve never shared with anyone?
truth,Emotional,What moment in your life are you most proud of?
truth,Emotional,"What’s the source of your self-doubt, and how do you face it?"
truth,Emotional,How do you restore emotional energy when you feel drained?
truth,Emotional,What’s the recurring thought or concern that stays on your mind?
truth,Emotional,What’s a creative outlet that helps you express your feelings?
truth,Emotional,"What emotion do you struggle with the most, and why?"
truth,Emotional,What’s the most uplifting advice you’ve received during tough times?
truth,Emotional,"Is there something that’s hard for you to forgive, even with time?"
truth,Emotional,What’s something that hurt you deeply that still lingers in your mind?
truth,Emotional,What’s the hardest thing you’ve ever had to emotionally let go of?
truth,Emotional,What do you do to maintain your emotional health and well-being?
truth,Emotional,What topic or subject are you afraid to discuss openly?
truth,Emotional,What’s the most important lesson you’ve learned about handling emotions?
truth,Emotional,How do you recognize when you’re emotionally burned out?
truth,Emotional,What’s one way you take care of your emotional needs every day?
truth,Emotional,What’s your favorite way to relax when you feel overwhelmed?
truth,Emotional,What’s something that brings you emotional peace or clarity?
truth,Emotional,What’s the most intense emotional challenge you’ve dealt with recently?
truth,Emotional,What’s the best way to comfort someone when they’re emotionally drained?
truth,Emotional,What’s something that always makes you feel understood or seen?
truth,Vocaloid,Who’s your favorite Vocaloid?
truth,Vocaloid,What’s your favorite Vocaloid song?
truth,Vocaloid,"If you could have a duet with any Vocaloid, who would it be?"
truth,Vocaloid,What’s the most underrated Vocaloid song in your opinion?
truth,Vocaloid,Do you prefer Hatsune Miku or Megurine Luka?
truth,Vocaloid,What’s your favorite Vocaloid producer?
truth,Vocaloid,Have you ever seen a Vocaloid concert live or online?
truth,Vocaloid,Do you prefer Vocaloid songs with high-energy beats or slow ballads?
truth,Vocaloid,What’s your favorite Vocaloid album?
truth,Vocaloid,Which Vocaloid character has the best voice for a duet?
truth,Vocaloid,Do you like the UTAU or SynthV programs?
truth,Vocaloid,What’s your favorite Vocaloid for covers of non-Vocaloid songs?
truth,Vocaloid,Do you enjoy the more experimental Vocaloid songs?
truth,Vocaloid,Which Vocaloid do you think has the most emotional songs?
truth,Vocaloid,"If you could design your own Vocaloid, what would they be like?"
truth,Vocaloid,Who’s your favorite Vocaloid producer for story-based songs?
truth,Vocaloid,Do you think Vocaloid should stay digital or should live concerts continue?
truth,Vocaloid,What’s your favorite Vocaloid fanart?
truth,Vocaloid,Which Vocaloid song makes you cry every time you hear it?
truth,Vocaloid,What Vocaloid character do you think is the most underrated?
truth,Vocaloid,Would you ever create your own Vocaloid song?
truth,Vocaloid,"Do you like Vocaloid songs with deep, dark themes?"
truth,Vocaloid,What’s your favorite Vocaloid song to sing along to?
truth,Vocaloid,Do you like more classical or electronic Vocaloid music?
truth,Vocaloid,Who is your favorite English Vocaloid?
truth,Vocaloid,Do you prefer the original Vocaloid voices or fan-made ones?
truth,Vocaloid,Do you think Vocaloid can create music genres beyond J-pop?
truth,Vocaloid,What’s your favorite cover of a Vocaloid song by a human singer?
truth,Vocaloid,What’s your favorite Vocaloid song with a quirky theme?
truth,Vocaloid,What’s your least favorite Vocaloid song and why?
truth,Vocaloid,Do you think Vocaloid songs have improved in production quality over the years?
truth,Vocaloid,Which Vocaloid character would you want to hang out with?
truth,Vocaloid,What’s your opinion on using Vocaloid songs for anime openings?
truth,Vocaloid,"If you could make a Vocaloid song into an anime, what would it be about?"
truth,Vocaloid,What’s your favorite Vocaloid song that gets stuck in your head?
truth,Vocaloid,Which Vocaloid voicebank do you think is the most unique?
truth,Vocaloid,What Vocaloid song do you think has the best music video?
truth,Vocaloid,What’s your favorite Vocaloid meme?
truth,Vocaloid,Do you like Vocaloid collaborations with non-Vocaloid artists?
truth,Vocaloid,Would you like to see more Vocaloid-based video games?
truth,Vocaloid,Which Vocaloid song do you think most exemplifies the evolution of Vocaloid music over the years?
truth,Vocaloid,How do you feel about the shift from Miku-centric songs to more diverse Vocaloid lineups?
truth,Vocaloid,Do you think the increased use of AI-generated vocals will affect the future of Vocaloid production?
truth,Vocaloid,What’s your take on the Vocaloid community’s approach to creating music genres outside of J-pop?
truth,Vocaloid,Which Vocaloid character’s voicebank do you feel has the most underrated vocal versatility?
truth,Vocaloid,Which Vocaloid producer has had the biggest impact on your personal taste in music?
truth,Vocaloid,"How do you think the introduction of SynthV has changed the Vocaloid scene, especially in terms of vocal realism?"
truth,Vocaloid,"Do you think Vocaloid songs should continue to be centered around stories and concepts, or should there be more focus on individual vocal performances?"
truth,Vocaloid,Which Vocaloid song production style do you prefer—those with heavy vocal editing or those that keep a more natural tone?
truth,Vocaloid,"In your opinion, how has the Vocaloid fandom's approach to fan-made content influenced the original productions by major producers?"
truth,Vocaloid,Which lesser-known Vocaloid character or voicebank would you love to see more of in the spotlight?
truth,Vocaloid,How do you think the integration of Vocaloid into live concerts affects the perceived 'digital' nature of the Vocaloid voice?
truth,Vocaloid,Which Vocaloid songs do you think best demonstrate the capabilities of the newer Vocaloid software updates?
truth,Vocaloid,Are there any Vocaloid tracks that you think significantly influenced Vocaloid music as a whole?
truth,Vocaloid,"Do you believe Vocaloid music is at its peak now, or do you think it’s still evolving and improving?"
